author,title,description,url,source,category,published_at,sentiment
big island video news,hawaiʻi launches heat safety awareness campaign,"island of hawaiʻi - officials say rising temperatures and high relative humidity levels pose a significant health risk, even in hawaiʻi.",https://www.bigislandvideonews.com/2024/07/13/hawai%ca%bbi-launches-heat-safety-awareness-campaign/,Bigislandvideonews,health,2024-07-14,positive
abmn staff,head-to-head survey: fractyl health vs. neuronetics,head-to-head survey: fractyl health vs. neuronetics,https://www.americanbankingnews.com/2024/07/14/head-to-head-survey-fractyl-health-nasdaqguts-vs-neuronetics-nasdaqstim.html,Americanbankingnews,health,2024-07-14,neutral
abmn staff,euda health holdings limited short interest up 135.6% in june,euda health holdings limited short interest up 135.6% in june,https://www.americanbankingnews.com/2024/07/14/euda-health-holdings-limited-nasdaqeuda-short-interest-up-135-6-in-june.html,Americanbankingnews,health,2024-07-14,negative
marketbeat news,euda health holdings limited short interest up 135.6% in june,"euda health holdings limited saw a large growth in short interest during the month of june. as of june 30th, there was short interest totalling 21, 200 shares, a growth of 135.6% from the june 15th total of 9, 000 shares. currently, 0.3% of the shares of the company are sold short.",https://www.etfdailynews.com/2024/07/14/euda-health-holdings-limited-nasdaqeuda-short-interest-up-135-6-in-june/,Etfdailynews,health,2024-07-14,positive
greg m. schwartz,"what is the epa hiding at the landfill in uniontown, ohio","image by koushik chowdavarapu.the twilight zone - picture if you will the citizens of a small town in northeast ohio, facing a daunting toxic threat yet trapped in a maze of regulatory capture at the so-called environmental protection agency. not the citizens of east palestine, though they too face a challenging quest for the truth about the environmental health threats they may face. but the citizens in and around uniontown, ohio have been trapped in such a quagmire for decades, subjected to a dystopian level of gaslighting from the powers that be in an effort to bury the truth regarding the...",https://www.counterpunch.org/2024/07/14/what-is-the-epa-hiding-at-the-landfill-in-uniontown-ohio/,Counterpunch,health,2024-07-14,negative
abmn staff,"analysts set teladoc health, inc. price target at $17.97","analysts set teladoc health, inc. price target at $17.97",https://www.americanbankingnews.com/2024/07/14/analysts-set-teladoc-health-inc-nysetdoc-price-target-at-17-97.html,Americanbankingnews,health,2024-07-14,neutral
adam pearse,aged care association: hundreds of aged care beds to attract premium charge if health nz doesn’t spend more,the association is critical of how health nz has acted during negotiations.,https://www.nzherald.co.nz/nz/politics/aged-care-association-hundreds-of-aged-care-beds-to-attract-premium-charge-if-health-nz-doesnt-spend-more/KZUV5SI6KVDXZCVQRCMWRS2VHY/,Nz Herald,health,2024-07-14,neutral
marketbeat news,astrana health reaches new 12-month high at $46.10,"astrana health, inc. shares hit a new 52-week high during mid-day trading on friday . the stock traded as high as $46.10 and last traded at $46.09, with a volume of 21247 shares traded. the stock had previously closed at $45.00. analyst ratings changes asth has been the subject of",https://www.etfdailynews.com/2024/07/14/astrana-health-nasdaqasth-reaches-new-12-month-high-at-46-10/,Etfdailynews,health,2024-07-14,positive
abmn staff,astrana health reaches new 1-year high at $46.10,astrana health reaches new 1-year high at $46.10,https://www.americanbankingnews.com/2024/07/14/astrana-health-nasdaqasth-reaches-new-1-year-high-at-46-10.html,Americanbankingnews,health,2024-07-14,positive
marketbeat news,hims & hers health stock price up 6.1% following analyst upgrade,"hims & hers health, inc. was up 6.1% during mid-day trading on friday after td cowen raised their price target on the stock from $15.00 to $25.00. td cowen currently has a buy rating on the stock. hims & hers health traded as high as $22.33 and last traded at",https://www.etfdailynews.com/2024/07/14/hims-hers-health-nysehims-stock-price-up-6-1-following-analyst-upgrade/,Etfdailynews,health,2024-07-14,positive
abmn staff,hims hers health trading 6.1% higher on analyst upgrade,hims hers health trading 6.1% higher on analyst upgrade,https://www.americanbankingnews.com/2024/07/14/hims-hers-health-nysehims-trading-6-1-higher-on-analyst-upgrade.html,Americanbankingnews,health,2024-07-14,positive
abmn staff,analysts set northwest health prop real est inv trust pt at c$6.46,analysts set northwest health prop real est inv trust pt at c$6.46,https://www.americanbankingnews.com/2024/07/14/analysts-set-northwest-health-prop-real-est-inv-trust-tsenwh-un-pt-at-c6-46.html,Americanbankingnews,health,2024-07-14,positive
marketbeat news,northwest health prop real est inv trust receives c$6.46 average target price from brokerages,"shares of northwest health prop real est inv trust have been assigned a consensus rating of hold from the seven brokerages that are covering the stock, marketbeat.com reports. five research analysts have rated the stock with a hold rating and two have assigned a buy rating to the company. the",https://www.etfdailynews.com/2024/07/14/northwest-health-prop-real-est-inv-trust-tsenwh-un-receives-c6-46-average-target-price-from-brokerages/,Etfdailynews,health,2024-07-14,positive
ap news,can a medicaid plan that requires work succeed first year of georgia experiment is not promising,"by now, georgia officials expected their new medicaid plan to provide health insurance to 25, 000 low income residents. pathways to coverage launched last july and is the only medicaid plan in the country that requires beneficiaries to work or engage in other activities to get coverage. as of june, it had about 4, 300 members. critics believe the dismal enrollment shows the work requirement is too burdensome. gov. brian kemp's office blames the biden administration for delaying the program’s start and says it’s redoubling efforts to sign people up. the outcome may have implications beyond...",https://www.mymotherlode.com/news/national/3391488/can-a-medicaid-plan-that-requires-work-succeed-first-year-of-georgia-experiment-is-not-promising.html,Mymotherlode,health,2024-07-14,negative
fiona galea debono,allergy specialist in air quality warning: 'abysmal environmental conditions,we are prioritising money over health’ - keith sacco,https://timesofmalta.com/article/allergy-specialist-air-quality-warning.1095322,Times Of Malta,health,2024-07-14,neutral
unknown,"malaysia should adopt vision zero workplace safety concept, says social activist","petaling jaya: vision zero, a concept to promote good occupational safety and health , should be embraced at all workplaces nationwide, says tan sri lee lam thye. read full story",https://www.thestar.com.my/news/nation/2024/07/14/malaysia-should-adopt-039vision-zero039-workplace-safety-concept-says-social-activist,The Star Online,health,2024-07-14,positive
mark kennedy ap enertainment writer,"richard simmons, a fitness guru who mixed laughs and sweat, dies at 76","simmons, who had revealed a skin diagnosis in march 2024, had lately dropped out of sight, sparking speculating about his health and well-being",https://sentinelcolorado.com/a-town-magazine/celebrities/richard-simmons-a-fitness-guru-who-mixed-laughs-and-sweat-dies-at-76/,Aurorasentinel,health,2024-07-14,negative
editordavid,the world's population is projected to peak at 10.3 billion in the 2080s,"long-time slashdot reader geoffrey.landis writes: according to a new report from the united nations, the world population is expected to grow to an estimated peak of 10.3 billion people in the mid-2080s, an increase over the current global population of 8.2 billion people. the estimated world population at the end of the century is now expected to be 6% less than estimates from a decade ago. however, calculating the number of future people is not a perfect science, with many sources of uncertainty in estimating the global population, according to the u.s. census bureau. it estimated...",https://slashdot.org/story/24/07/14/2227218/the-worlds-population-is-projected-to-peak-at-103-billion-in-the-2080s?utm_source=rss1.0mainlinkanon&utm_medium=feed,Slashdot,science,2024-07-14,negative
